node_id,article,article_num,chapter,clause_id,content,enriched_content,section_path,source,title
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:24,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.2.4.3.4,具有截止阀的充填容器支管；,"[上级条款 FSS Code/5.2.2.4.3 2.2.4.3 应设有：] .1 压力表；

.2 高压报警器：不超过释放阀的整定值；

.3 低压报警器：不小于  $1.8\mathrm{N} / \mathrm{mm}^2$

.4 具有截止阀的充填容器支管；

.5 排气管；

.6 装在容器上的液态二氧化碳量液位指示仪；和

.7 两个安全阀。

2.2.4.4 两个安全释放阀的布置应使当任一阀关闭时另一阀接通容器。释放阀的设定应不小于工作压力的1.1倍。每一阀的容量应在着火排放产生蒸汽时，在容器内增大的压力不得超过设定压力的  $20\%$  。从安全释放阀排出的蒸汽应排放到大气中。

2.2.4.5 对永久充装二氧化碳的容器和输出管，应设有隔热绝缘，以便当

[本条款] 具有截止阀的充填容器支管；",5.2.2.4.3.4,FSS Code,5.2.2.4.3.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:25,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.2.4.3.6,装在容器上的液态二氧化碳量液位指示仪；和,"[上级条款 FSS Code/5.2.2.4.3 2.2.4.3 应设有：] .1 压力表；

.2 高压报警器：不超过释放阀的整定值；

.3 低压报警器：不小于  $1.8\mathrm{N} / \mathrm{mm}^2$

.4 具有截止阀的充填容器支管；

.5 排气管；

.6 装在容器上的液态二氧化碳量液位指示仪；和

.7 两个安全阀。

2.2.4.4 两个安全释放阀的布置应使当任一阀关闭时另一阀接通容器。释放阀的设定应不小于工作压力的1.1倍。每一阀的容量应在着火排放产生蒸汽时，在容器内增大的压力不得超过设定压力的  $20\%$  。从安全释放阀排出的蒸汽应排放到大气中。

2.2.4.5 对永久充装二氧化碳的容器和输出管，应设有隔热绝缘，以便当

[本条款] 装在容器上的液态二氧化碳量液位指示仪；和",5.2.2.4.3.6,FSS Code,5.2.2.4.3.6
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:26,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.2.4.3.7,两个安全阀。,"[上级条款 FSS Code/5.2.2.4.3 2.2.4.3 应设有：] .1 压力表；

.2 高压报警器：不超过释放阀的整定值；

.3 低压报警器：不小于  $1.8\mathrm{N} / \mathrm{mm}^2$

.4 具有截止阀的充填容器支管；

.5 排气管；

.6 装在容器上的液态二氧化碳量液位指示仪；和

.7 两个安全阀。

2.2.4.4 两个安全释放阀的布置应使当任一阀关闭时另一阀接通容器。释放阀的设定应不小于工作压力的1.1倍。每一阀的容量应在着火排放产生蒸汽时，在容器内增大的压力不得超过设定压力的  $20\%$  。从安全释放阀排出的蒸汽应排放到大气中。

2.2.4.5 对永久充装二氧化碳的容器和输出管，应设有隔热绝缘，以便当

[本条款] 两个安全阀。",5.2.2.4.3.7,FSS Code,5.2.2.4.3.7
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:27,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.2.4.4,两个安全释放阀的布置应使当任一阀关闭时另一阀接通容器。释放阀的设定应不小于工作压力的1.1倍。每一阀的容量应在着火排放产生蒸汽时，在容器内增大的压力不得超过设定压力的  $20\%$  。从安全释放阀排出的蒸汽应排放到大气中。,,5.2.2.4.4,FSS Code,5.2.2.4.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:28,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.2.4.5,对永久充装二氧化碳的容器和输出管，应设有隔热绝缘，以便当装置断电后，环境温度为  $45^{\circ} \mathrm{C}$  且初始压力等于制冷装置的起动压力时， $24 \mathrm{~h}$  内防止安全阀的操作。,,5.2.2.4.5,FSS Code,5.2.2.4.5
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:29,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.2.4.6,容器应设有两台专用的完全独立的自动制冷装置，每台制冷装置包括一台压缩机及其相关的原动机，蒸发器和冷凝器。,"[上级条款 FSS Code/5.2.2.4 2.2.4 低压  $\mathrm{CO}_{2}$  系统] 如设有低压  $\mathrm{CO}_{2}$  系统以符合本条要求，下列要求适用。

2.2.4.1 系统控制装置和制冷装置应位于储存耐压容器的同一房间内。

2.2.4.2 额定的液态二氧化碳量应储存在工作压力为1.8至  $2.2\mathrm{N} / \mathrm{mm}^2$  范围内的容器内。在容器内正常液体充装量应加以限制，以提供足够的蒸汽空间允许液体在最高储存温度下膨胀（此项膨胀率比在压力释放阀整定值时所获得者为大），但蒸汽空间不必大于容器体积的  $95\%$  。

[本条款] 容器应设有两台专用的完全独立的自动制冷装置，每台制冷装置包括一台压缩机及其相关的原动机，蒸发器和冷凝器。",5.2.2.4.6,FSS Code,5.2.2.4.6
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:30,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.2.4.7,在海水温度达  $32^{\circ}\mathrm{C}$  和环境温度达  $45^{\circ}\mathrm{C}$  时，每一台装置的制冷能量和自动控制应能在  $24\mathrm{h}$  连续运转的情况下，保持所规定的温度。,,5.2.2.4.7,FSS Code,5.2.2.4.7
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:31,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.2.4.8,每台电动制冷装置应由主配电板汇流排通过独立的馈电线供电。,"[上级条款 FSS Code/5.2.2.4 2.2.4 低压  $\mathrm{CO}_{2}$  系统] 如设有低压  $\mathrm{CO}_{2}$  系统以符合本条要求，下列要求适用。

2.2.4.1 系统控制装置和制冷装置应位于储存耐压容器的同一房间内。

2.2.4.2 额定的液态二氧化碳量应储存在工作压力为1.8至  $2.2\mathrm{N} / \mathrm{mm}^2$  范围内的容器内。在容器内正常液体充装量应加以限制，以提供足够的蒸汽空间允许液体在最高储存温度下膨胀（此项膨胀率比在压力释放阀整定值时所获得者为大），但蒸汽空间不必大于容器体积的  $95\%$  。

[本条款] 每台电动制冷装置应由主配电板汇流排通过独立的馈电线供电。",5.2.2.4.8,FSS Code,5.2.2.4.8
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:32,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.2.4.9,制冷装置的冷却水（如要求）应由至少两台冷却水泵提供，其中一台为备用泵。备用泵可以是用于其他用途的泵，但运用此泵供应冷却水时，应不会影响船上其他的重要设备的供水。冷却水应取自不少于二个通海接头，最好一个在左舷，一个在右舷。,,5.2.2.4.9,FSS Code,5.2.2.4.9
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:33,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.2.4.10,由阻流阀分隔的每段管子，且管子内压力可能超过任何部件设计压力时，应设有安全释放装置。,"[上级条款 FSS Code/5.2.2.4 2.2.4 低压  $\mathrm{CO}_{2}$  系统] 如设有低压  $\mathrm{CO}_{2}$  系统以符合本条要求，下列要求适用。

2.2.4.1 系统控制装置和制冷装置应位于储存耐压容器的同一房间内。

2.2.4.2 额定的液态二氧化碳量应储存在工作压力为1.8至  $2.2\mathrm{N} / \mathrm{mm}^2$  范围内的容器内。在容器内正常液体充装量应加以限制，以提供足够的蒸汽空间允许液体在最高储存温度下膨胀（此项膨胀率比在压力释放阀整定值时所获得者为大），但蒸汽空间不必大于容器体积的  $95\%$  。

[本条款] 由阻流阀分隔的每段管子，且管子内压力可能超过任何部件设计压力时，应设有安全释放装置。",5.2.2.4.10,FSS Code,5.2.2.4.10
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:34,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.2.4.11,当发生下列情况时，中央控制站应发出听觉和视觉报警，或如未设有中央控制站，按第II-1/51条发出听觉和视觉报警：,"[上级条款 FSS Code/5.2.2.4 2.2.4 低压  $\mathrm{CO}_{2}$  系统] 如设有低压  $\mathrm{CO}_{2}$  系统以符合本条要求，下列要求适用。

2.2.4.1 系统控制装置和制冷装置应位于储存耐压容器的同一房间内。

2.2.4.2 额定的液态二氧化碳量应储存在工作压力为1.8至  $2.2\mathrm{N} / \mathrm{mm}^2$  范围内的容器内。在容器内正常液体充装量应加以限制，以提供足够的蒸汽空间允许液体在最高储存温度下膨胀（此项膨胀率比在压力释放阀整定值时所获得者为大），但蒸汽空间不必大于容器体积的  $95\%$  。

[本条款] 当发生下列情况时，中央控制站应发出听觉和视觉报警，或如未设有中央控制站，按第II-1/51条发出听觉和视觉报警：",5.2.2.4.11,FSS Code,5.2.2.4.11
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:35,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.2.4.3.1,根据2.2.4.2，容器内压力达到下限和上限,"[上级条款 FSS Code/5.2.2.4.3 2.2.4.3 应设有：] .1 压力表；

.2 高压报警器：不超过释放阀的整定值；

.3 低压报警器：不小于  $1.8\mathrm{N} / \mathrm{mm}^2$

.4 具有截止阀的充填容器支管；

.5 排气管；

.6 装在容器上的液态二氧化碳量液位指示仪；和

.7 两个安全阀。

2.2.4.4 两个安全释放阀的布置应使当任一阀关闭时另一阀接通容器。释放阀的设定应不小于工作压力的1.1倍。每一阀的容量应在着火排放产生蒸汽时，在容器内增大的压力不得超过设定压力的  $20\%$  。从安全释放阀排出的蒸汽应排放到大气中。

2.2.4.5 对永久充装二氧化碳的容器和输出管，应设有隔热绝缘，以便当

[本条款] 根据2.2.4.2，容器内压力达到下限和上限",5.2.2.4.3.1,FSS Code,5.2.2.4.3.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:36,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.2.4.12,如果系统服务于一个以上处所，应设置二氧化碳排放量控制装置，例如自动定时器或控制位置的正确液位指示仪。,"[上级条款 FSS Code/5.2.2.4 2.2.4 低压  $\mathrm{CO}_{2}$  系统] 如设有低压  $\mathrm{CO}_{2}$  系统以符合本条要求，下列要求适用。

2.2.4.1 系统控制装置和制冷装置应位于储存耐压容器的同一房间内。

2.2.4.2 额定的液态二氧化碳量应储存在工作压力为1.8至  $2.2\mathrm{N} / \mathrm{mm}^2$  范围内的容器内。在容器内正常液体充装量应加以限制，以提供足够的蒸汽空间允许液体在最高储存温度下膨胀（此项膨胀率比在压力释放阀整定值时所获得者为大），但蒸汽空间不必大于容器体积的  $95\%$  。

[本条款] 如果系统服务于一个以上处所，应设置二氧化碳排放量控制装置，例如自动定时器或控制位置的正确液位指示仪。",5.2.2.4.12,FSS Code,5.2.2.4.12
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:37,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.2.4.13,如果设有能自动调节释放到被保护处所内二氧化碳的装置，也应能同样用手动调节。,"[上级条款 FSS Code/5.2.2.4 2.2.4 低压  $\mathrm{CO}_{2}$  系统] 如设有低压  $\mathrm{CO}_{2}$  系统以符合本条要求，下列要求适用。

2.2.4.1 系统控制装置和制冷装置应位于储存耐压容器的同一房间内。

2.2.4.2 额定的液态二氧化碳量应储存在工作压力为1.8至  $2.2\mathrm{N} / \mathrm{mm}^2$  范围内的容器内。在容器内正常液体充装量应加以限制，以提供足够的蒸汽空间允许液体在最高储存温度下膨胀（此项膨胀率比在压力释放阀整定值时所获得者为大），但蒸汽空间不必大于容器体积的  $95\%$  。

[本条款] 如果设有能自动调节释放到被保护处所内二氧化碳的装置，也应能同样用手动调节。",5.2.2.4.13,FSS Code,5.2.2.4.13
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:38,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.3,供给蒸汽的一个或多个锅炉的蒸发量，应能每小时对最大受保护处所的总容积按每  $0.75\mathrm{m}^3$  至少供给1kg的蒸汽。除了符合上述要求之外，该系统在其他各方面应由主管机关确定并使其满意。,,5.2.3,FSS Code,2.3 蒸汽系统的要求
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:39,第5章 固定式气体灭火系统,5,第5章 固定式气体灭火系统,FSS Code/5.2.4,等效于2.2至2.3中规定的固定式气体灭火系统应由主管机关根据本组织制定的指南予以批准。”,,5.2.4,FSS Code,2.4 机器处所和货油泵舱的等效固定式气体灭火系统
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:40,第6章 固定式泡沫灭火系统,6,第6章 固定式泡沫灭火系统,FSS Code/6.1,本章详细规定了按本公约第II-2/10.4.1.1.2条规定用于保护机器处所、按第II-2/10.7.1.1条规定用于保护货物处所、按第II-2/10.9.1.2条规定用于保护货泵舱和按第II-2/20.6.1.3条规定用于保护车辆、特种和滚装处所的固定式泡沫灭火系统的技术要求。除非主管机关基于对含乙醇燃料和抗乙醇泡沫的附加试验，对该系统的使用予以特别接受，否则本章不适用于本公约第II-2/1.6.2条中所述载运液货的化学品船的货泵舱。除另有明文规定外，本章要求应适用于2014年1月1日或以后建造的船舶。,,6.1,FSS Code,1 适用范围
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:41,第6章 固定式泡沫灭火系统,6,第6章 固定式泡沫灭火系统,FSS Code/6.2,"2.1 设计填充率至少为认可试验期间使用的最小额定填充率。

2.2 泡沫系指当泡沫混合液通过泡沫发生器并和空气混合时产生的灭火介质。

2.3 泡沫混合液系指泡沫浓缩液和水产生的混合液体。

2.4 泡沫浓缩液系指以适当浓度与水混合时形成泡沫混合液的液体。

2.5 泡沫输送管系指将高倍泡沫从设于被保护处所外的泡沫发生器注入被保护处所的供应管道。

2.6 泡沫混合比系指泡沫浓缩液在与水混合形成泡沫混合液中所占体积。

2.7 泡沫发生器系指将高倍泡沫混合液通过发泡形成泡沫排放到被保护处所的排放装置或组件。使用内部空气的泡沫发生器通常由一个喷嘴或一套喷嘴和一个外壳组成。外壳典型地由穿孔钢/不锈钢板制成盒子的形状以围蔽喷嘴。使用外部空气的泡沫发生器一般由喷嘴组成，这些喷嘴围蔽在外壳中，向防火网喷射。还设有电动、液动或气动的风扇向泡沫混合液发泡。

2.8 高倍泡沫灭火系统系指使用内部或外部空气来为泡沫混合液发泡的固定式全淹没灭火系统。高倍泡沫灭火系统由按3.1.3规定的灭火试验认可的泡沫发生器和专用泡沫浓缩液组成。

2.9 内部空气成泡系统系指泡沫发生器位于被保护处所内并利用该处所内空气成泡的固定式高倍泡沫系统。

2.10 额定流速系指泡沫混合液的流速，以  $1 / \mathrm{min}$  表示。

2.11 额定供给速率系指单位面积的额定流速，以  $1 / \mathrm{min} / \mathrm{m}^{2}$  表示。

2.12 额定泡沫膨胀率系指在无火灾的条件下且环境温度约为  $20^{\circ} \mathrm{C}$  时泡沫体积与形成泡沫的泡沫混合液体积之比。

2.13 额定泡沫产生量系指每个单位时间产生的泡沫体积，即额定流速乘以额定泡沫膨胀率，以m3/min表示。

2.14 额定填充率系指额定泡沫产生量与面积之比，即以m2/min表示。

2.15 额定填充时间系指被保护处所的高度与额定填充率之比，即以分钟表示。

2.16 外部空气成泡系统系指泡沫发生器安装在被保护处所外直接获取新鲜空气成泡的固定式高倍泡沫系统。",,6.2,FSS Code,2 定义
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:42,第6章 固定式泡沫灭火系统,6,第6章 固定式泡沫灭火系统,FSS Code/6.2.2,外部空气成泡系统系指泡沫发生器安装在被保护处所外直接获取新鲜空气成泡的固定式高倍泡沫系统。,"[上级条款 FSS Code/6.2 2 定义] 2.1 设计填充率至少为认可试验期间使用的最小额定填充率。

2.2 泡沫系指当泡沫混合液通过泡沫发生器并和空气混合时产生的灭火介质。

2.3 泡沫混合液系指泡沫浓缩液和水产生的混合液体。

2.4 泡沫浓缩液系指以适当浓度与水混合时形成泡沫混合液的液体。

2.5 泡沫输送管系指将高倍泡沫从设于被保护处所外的泡沫发生器注入被保护处所的供应管道。

2.6 泡沫混合比系指泡沫浓缩液在与水混合形成泡沫混合液中所占体积。

2.7 泡沫发生器系指将高倍泡沫混合液通过发泡形成泡沫排放到被保护处所的排放装置或组件。使用内部空气的泡沫发生器通常由一个喷嘴或一套喷嘴和一个外壳组成。外壳典型地由穿孔钢/不

[本条款] 外部空气成泡系统系指泡沫发生器安装在被保护处所外直接获取新鲜空气成泡的固定式高倍泡沫系统。",6.2.2,FSS Code,6.2.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:43,第6章 固定式泡沫灭火系统,6,第6章 固定式泡沫灭火系统,FSS Code/6.3.1,"3.1.1 该系统应能够手动释放，并应设计成在1分钟之内能够开始以规定的泡沫供给速率产生泡沫。除非采取适当的操作措施或联锁设置以防止本公约第II-2/10.5.6条所要求的任何局部使用系统影响该系统的有效性，否则不应允许该系统自动释放。

3.1.2 泡沫浓缩液应经主管机关基于本组织制定的指南[①]进行认可。同一个高倍泡沫系统里不应混合不同类型的泡沫浓缩液。

3.1.3 该系统的灭火能力、制造和试验应基于本组织制定的指南[②]，并使主管机关满意。

3.1.4 该系统及其部件应适当设计成能承受船上通常会遇到的环境温度变化、振动、潮湿、冲击、堵塞和腐蚀。被保护处所内的管路、附件和相关部件（垫圈除外）应设计成能承受  $925\mathrm{C}$  的温度。

3.1.5 与泡沫浓缩液接触的系统管路、泡沫浓缩液存储柜、部件和管子附件应能与泡沫浓缩液相兼容，并由耐腐蚀材料制成，例如不锈钢或等效材料。其他系统管路和泡沫发生器应为全镀锌钢或等效材料。分配管道应有自排干能力。

3.1.6 应通过泡沫比例混合器的进口（水和泡沫浓缩液）和出口配置压力表的方式为测试系统运行和确保所需压力和流量提供方法。在泡沫比例混合器的下游分配管路应安装一个试验阀，并设有反映该系统计算压降的测试孔。管路的所有部分应设有供冲洗、排水和通入空气进行净化的接头。所有喷嘴应能拆下检查以证明喷嘴里无碎屑。

3.1.7 应提供措施，使船员能安全检查泡沫浓缩液的数量并对泡沫质量进行定期采样控制。

3.1.8 应在每个操作位置张贴系统操作说明。

3.1.9 应按生产商的说明提供备件。

3.1.10 如果内燃机用作该系统海水泵的原动机，原动机的燃油柜内应有足够的燃油以使泵能满足负荷运转至少  $3 \mathrm{~h}$ ，且A类机器处所外应有足够的燃油储备以使泵能额外满负荷运转  $15 \mathrm{~h}$ 。如果该燃油柜同时服务于其他内燃机，整个燃油柜的容量应对于所有相连的发动机来说是足够的。

3.1.11 被保护处所内泡沫发生器和管路的布置应不妨碍在接近安装的机器时所进行的日常维护活动。

3.1.12 该系统电源、泡沫浓缩液供应和系统的控制装置应易于到达和操作简便，并应布置在被保护处所外部的位置，且在被保护处所失火时不会被切断。所有直接与泡沫发生器连接的电气元件应至少为IP54级。

3.1.13 管系的尺寸应根据液压计算技术[③]确定，以确保提供系统正确运行所需要的流量和压力。

3.1.14 被保护处所的布置应使当该处所充满泡沫时可以进行通风。应设有程序以确保上部挡火闸、门和其他适当的开口在发生火灾时保持开启。对于内部空气成泡系统， $500\mathrm{m}^3$ 以下的处所无需符合本要求。

3.1.15 应制定船上程序，要求在系统释放后重新进入被保护处所的人员配戴呼吸装置，以防止空气中缺氧和泡沫覆盖层中夹杂燃烧产物。

3.1.16 船舶应配有安装图纸和操作手册，并保存在船上随时可用。应张贴一份清单或图纸，标出被覆盖处所和每个分区所覆盖的区域位置。船上应备有试验和维护说明。

3.1.17 该系统的所有安装、操作和维护说明/图纸应使用船舶的工作语言。如果船舶的工作语言既非英文、也非法文或西班牙文，则应含有其中一种语言的译文。

3.1.18 应对泡沫发生器存放室进行通风，以防止其超压，并应进行加热以避免可能发生冻结。

3.1.19 备有的泡沫浓缩液的数量应按额定的膨胀率足以至少产生5倍于由钢质舱壁围蔽的最大被保护处所容积的泡沫量，或足以让最大被保护处所完全释放  $30 \mathrm{~min}$  的泡沫量，两者中取大者。

3.1.20 机器处所、货泵舱、车辆处所、滚装处所和特种处所的被保护处所内应设有视觉和听觉报警，以便对系统释放时能发出警告。报警持续时间应考虑撤离该处所需的时间，但任何情况下不得少于  $20 \mathrm{~s}$  。",,6.3.1,FSS Code,3.1 主要性能
